ID,CODIGO,DESCRIPCION,LATITUD,LONGITUD,DIRECCION,CP,POBLACION,PROVINCIA,PAIS
989,60500,VILLARROBLEDO,39.2608680,-2.5986210,"C/ Juan Ferreira, S/N",2600,VILLARROBLEDO,ALBACETE,ESPAÑA
990,60503,MINAYA,39.2407380,-2.3484030,"C/ Estación Ferrocarril, S/N",2620,MINAYA,ALBACETE,ESPAÑA
991,60505,LA RODA DE ALBACETE,39.1995940,-2.1625470,"Pla. Estación Ferracarril, S/N",2630,RODA (LA),ALBACETE,ESPAÑA
992,60507,LA GINETA,39.1116650,-2.0001550,"C/ Santa Ana, S/N",2110,GINETA (LA),ALBACETE,ESPAÑA
993,60600,ALBACETE-LOS LLANOS,38.9993840,-1.8484500,"C/ Federico García Lorca, 1",2001,ALBACETE,ALBACETE,ESPAÑA
994,60800,ALMANSA,38.8678220,-1.1054460,"Pla. Primero de Mayo, 1",2640,ALMANSA,ALBACETE,ESPAÑA
995,60900,LA ENCINA,38.7653440,-0.9542440,"Avda. Constitucion, 1",3408,VILLENA,ALICANTE/ALACANT,ESPAÑA
996,60901,CAUDETE,38.7161630,-0.9597270,"Ctra. Cv - 656 --- Estación Ferrocarril, S/N",2660,CAUDETE,ALBACETE,ESPAÑA
997,60902,VILLENA,38.6317380,-0.8676890,"Ronda de la Estación, S/N",3400,VILLENA,ALICANTE/ALACANT,ESPAÑA
998,60904,SAX,38.5442510,-0.8137290,"Luis Barcelo Santoja, 25",3630,SAX,ALICANTE/ALACANT,ESPAÑA
999,60905,ELDA-PETRER,38.4848790,-0.8010900,"C/ Galicia, S/N",3600,ELDA,ALICANTE/ALACANT,ESPAÑA
1000,60907,NOVELDA-ASPE,38.4070860,-0.7777440,"C/ Rafael Altamira, S/N",3660,NOVELDA,ALICANTE/ALACANT,ESPAÑA
1004,61005,HELLÍN,38.5087760,-1.6884370,"Paseo Yutera del Carmen, S/N",2400,HELLÍN,ALBACETE,ESPAÑA
1005,61009,CALASPARRA,38.2692600,-1.6801090,"Calle Estacion Ferrocarril, 8",30420,CALASPARRA,MURCIA,ESPAÑA
1006,61012,CIEZA,38.2466090,-1.4217020,"C/ Estación Ferrocarril, 34",30530,CIEZA,MURCIA,ESPAÑA
1007,61015,ARCHENA-FORTUNA,38.1313200,-1.2360370,"C/ Estación Ferrocarril, S/N",30627,MOLINA DE SEGURA,MURCIA,ESPAÑA
1012,61307,CARTAGENA,37.6049670,-0.9751220,"Pla. de Mejico, 2",30203,CARTAGENA,MURCIA,ESPAÑA
1055,65301,LES PALMES,40.0213050,-0.0009230,,,CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA,CASTELLÓN/CASTELLÓ,ESPAÑA
1069,65408,MONT-ROIG DEL CAMP,41.0449630,0.99072200,"Carretera N-340 - Partida Poblas, S/N",43892,MONT-ROIG DEL CAMP,TARRAGONA,ESPAÑA
1075,66001,ONTÍGOLA,40.0008270,-3.5728960,"Calle Camino Estacion Ferrocarril, S/N",45340,ONTÍGOLA,TOLEDO,ESPAÑA
1076,66002,OCAÑA,39.9646630,-3.4859600,"Calle Estacion Ferrocarril, S/N",45300,OCAÑA,TOLEDO,ESPAÑA
1077,66003,NOBLEJAS,39.9725080,-3.4425830,"Paseo Estacion Ferrocarril, S/N",45350,NOBLEJAS,TOLEDO,ESPAÑA
1078,66004,VILLARRUBIA DE SANTIAGO,39.9664310,-3.3678460,"Calle Estacion Ferrocarril, S/N",45360,VILLARRUBIA DE SANTIAGO,TOLEDO,ESPAÑA
1079,66005,SANTA CRUZ DE LA ZARZA,39.9731900,-3.1804240,"Avenida Castilla la Mancha, S/N",45370,SANTA CRUZ DE LA ZARZA,TOLEDO,ESPAÑA
1080,66006,TARANCÓN,40.0065020,-3.0096910,"Glorieta Estacion Ferrocarril, S/N",16400,TARANCÓN,CUENCA,ESPAÑA
1081,66008,HUELVES,40.0435340,-2.8856920,,,HUELVES,CUENCA,ESPAÑA
1082,66009,PAREDES DE MELO,40.1123290,-2.7965780,,,PAREDES,CUENCA,ESPAÑA
1083,66010,VELLISCA,40.1123040,-2.7963100,,,VELLISCA,CUENCA,ESPAÑA
1084,66011,HUETE,40.1471100,-2.6815970,"Paseo Estacion Ferrocarril, S/N",16500,HUETE,CUENCA,ESPAÑA
1086,66013,CASTILLEJO DEL ROMERAL,40.1371940,-2.5069210,"Calle Estacion Ferrocarril, S/N",16541,HUETE,CUENCA,ESPAÑA
1087,66014,CUEVAS DE VELASCO,40.1554910,-2.4085160,"Calle Estacion Ferrocarril, S/N",16542,VILLAR Y VELASCO,CUENCA,ESPAÑA
1088,66015,VILLAR DEL SAZ DE NAVALÓN,40.1692570,-2.3570930,,,FUENTENAVA DE JÁBAGA,CUENCA,ESPAÑA
1089,66016,CHILLARÓN,40.1029000,-2.2209660,"Calle Estacion Ferrocarril, S/N",16190,CHILLARÓN DE CUENCA,CUENCA,ESPAÑA
1090,66100,CUENCA,40.0673400,-2.1364710,"Calle Mariano Catalina, 10",16004,FUENTE OBEJUNA,CUENCA,ESPAÑA
1091,66103,CAÑADA DEL HOYO,39.9538410,-1.8895520,"Calle Estacion Ferrocarril, S/N",16340,CAÑADA DEL HOYO,CUENCA,ESPAÑA
1092,66104,CARBONERAS DE GUADAZAÓN,39.9000580,-1.8068330,"Carretera Camporrobles, S/N",16350,CARBONERAS DE GUADAZAÓN,CUENCA,ESPAÑA
1093,66105,ARGUISUELAS,39.8385300,-1.8123040,"Calle Estacion Ferrocarril, S/N",16360,ARGUISUELAS,CUENCA,ESPAÑA
1094,66108,YÉMEDA-CARDENETE,39.7508980,-1.6818950,"Carretera Cuv - 5014 - Estacion Ferrocarril, S/N",16373,YÉMEDA,CUENCA,ESPAÑA
1095,66109,VÍLLORA,39.7470230,-1.6110020,"Carretera Cm-2109 - Estacion Ferrocarril, S/N",16371,VÍLLORA,CUENCA,ESPAÑA
1096,66112,CAMPORROBLES,39.6448290,-1.4027850,"Calle Estacion Ferrocarril, 1",46330,CAMPORROBLES,VALENCIA/VALÈNCIA,ESPAÑA
1097,66113,LAS CUEVAS,39.6191690,-1.2836780,"Calle Estacion Ferrocarril, S/N",46313,UTIEL,VALENCIA/VALÈNCIA,ESPAÑA
1112,67004,MARÍA DE HUERVA,41.5397590,-0.9980820,"C/ Estación Ferrocarril, S/N",50430,MARÍA DE HUERVA,ZARAGOZA,ESPAÑA
1113,67007,ARAÑALES DE MUEL,41.4689460,-1.0863940,"C/ Escalera Arañales, 8",50450,MUEL,ZARAGOZA,ESPAÑA
1114,67009,LONGARES,41.4047870,-1.1587910,"C/ Camino Estación Ferrocarril, S/N",50460,LONGARES,ZARAGOZA,ESPAÑA
1115,67010,CARIÑENA,41.3355860,-1.2284220,"Camino Estación Ferrocarril, 1",50400,CARIÑENA,ZARAGOZA,ESPAÑA
1116,67011,ENCINACORBA,41.2886500,-1.2785340,"C/ Estación Ferrocarril, 9",50470,ENCINACORBA,ZARAGOZA,ESPAÑA
1117,67013,VILLARREAL DE HUERVA,41.1964980,-1.2870960,"C/ Camino de la Estación, S/N",50490,VILLARREAL DE HUERVA,ZARAGOZA,ESPAÑA
1118,67014,VILLADOZ,41.1654820,-1.2793390,"Ctra. A-2509 - Estación Ferrocarril, S/N",50490,VILLADOZ,ZARAGOZA,ESPAÑA
1119,67015,BADULES,41.1395100,-1.2515720,"Ctra. A - 1506 --- C/ Mayor, S/N",50491,BADULES,ZARAGOZA,ESPAÑA
1120,67016,VILLAHERMOSA,41.1084920,-1.2398030,"Ctra. Te-17 - Estación Ferrocarril, S/N",44494,VILLAHERMOSA DEL CAMPO,TERUEL,ESPAÑA
1121,67017,FERRERUELA,41.0638700,-1.2393840,"Ctra. A - 2510 --- Estación de Ferrocarril, S/N",44490,FERRERUELA DE HUERVA,TERUEL,ESPAÑA
1122,67018,CUENCABUENA,41.0092930,-1.2546410,"Ctra. Te - 19 --- Estación Ferrocarril, S/N",44495,CALAMOCHA,TERUEL,ESPAÑA
1123,67019,LECHAGO,40.9576810,-1.2690870,"Autovia Mudejar A- 23 --- Estación Ferrocarril, S/N",44495,CALAMOCHA,TERUEL,ESPAÑA
1124,67020,NAVARRETE,40.9367210,-1.2617330,"Ctra. A-2512 - Estación Ferrocarril, S/N",44496,CALAMOCHA,TERUEL,ESPAÑA
1125,67021,CALAMOCHA,40.9038640,-1.2998410,"Ctra. N - 234 --- Estación Ferrocarril, S/N",44200,CALAMOCHA,TERUEL,ESPAÑA
1126,67100,CAMINREAL-FUENTES CLARAS,40.8511100,-1.3376500,"Ctra. Cv - 4301 --- Estación Ferrocarril, S/N",44350,CAMINREAL,TERUEL,ESPAÑA
1127,67101,TORRIJO DEL CAMPO,40.8260120,-1.3404980,"C/ Alemania, S/N",44393,TORRIJO DEL CAMPO,TERUEL,ESPAÑA
1128,67103,VILLAFRANCA DEL CAMPO,40.6838270,-1.3579270,"Ctra. Te-V-9024 - Estación Ferrocarril, S/N",44394,VILLAFRANCA DEL CAMPO,TERUEL,ESPAÑA
1129,67105,SANTA EULALIA DEL CAMPO,40.5729170,-1.3129950,"Barrio Estación Ferrocarril, 8",44360,SANTA EULALIA,TERUEL,ESPAÑA
1130,67107,CELLA,40.4552660,-1.2443290,"C/ Estación Ferrocarril, S/N",44370,CELLA,TERUEL,ESPAÑA
1131,67113,MONREAL DEL CAMPO,40.7823210,-1.3607920,"C/ Teruel, S/N",44300,MONREAL DEL CAMPO,TERUEL,ESPAÑA
1132,67200,TERUEL,40.3410290,-1.1102840,"C/ Camino de la Estación, S/N",44001,TERUEL,TERUEL,ESPAÑA
1133,67202,PUERTO ESCANDÓN,40.2730920,-0.9850790,"Ctra. N-234, Km. 103 - Estación Ferrocarril, S/N",44442,PUEBLA DE VALVERDE (LA),TERUEL,ESPAÑA
1134,67203,PUEBLA DE VALVERDE,40.2134240,-0.9446740,"Ctra. Te-620 - Camino Estación Ferrocarril, S/N",44450,PUEBLA DE VALVERDE (LA),TERUEL,ESPAÑA
1135,67205,SARRIÓN,40.1463390,-0.8236310,"C/ Camino de la Estación, S/N",44460,SARRIÓN,TERUEL,ESPAÑA
1136,67206,MORA DE RUBIELOS,40.1231420,-0.7861450,"C/ Estación Ferrocarril Mora, 1",44477,ALBENTOSA,TERUEL,ESPAÑA
1137,67207,RUBIELOS DE MORA,40.1180060,-0.7734630,"Ctra. Te-V-6005 - Estación Ferrocarril, S/N",44477,RUBIELOS DE MORA,TERUEL,ESPAÑA
1138,67208,BARRACAS,40.0117400,-0.6961510,"Avda. Estación Ferrocarril, 9",12420,BARRACAS,CASTELLÓN/CASTELLÓ,ESPAÑA
1139,67210,MASADAS BLANCAS (APT),39.9489370,-0.6565860,,,CAUDIEL,CASTELLÓN/CASTELLÓ,ESPAÑA
1149,69001,GENOVÉS,38.9877300,-0.4798800,"C/ Estación Ferrocarril, S/N",46894,GENOVÉS,VALENCIA/VALÈNCIA,ESPAÑA
1150,69002,BENIGÀNIM,38.9384990,-0.4534240,"Avda. Balneari de Bellus, S/N",46830,BENIGÀNIM,VALENCIA/VALÈNCIA,ESPAÑA
1151,69003,LA POBLA DEL DUC,38.9076060,-0.4533860,"C/ Estación Ferrocarril, S/N",46840,POBLA DEL DUC (LA),VALENCIA/VALÈNCIA,ESPAÑA
1152,69004,MONTABERNER,38.8841350,-0.4916190,"Avda. Estación Ferrocarril, 20",46892,MONTAVERNER,VALENCIA/VALÈNCIA,ESPAÑA
1153,69005,BUFALÍ,38.8674050,-0.5104780,"C/ Estación Ferrocarril, S/N",46891,BUFALI,VALENCIA/VALÈNCIA,ESPAÑA
1154,69006,ALBAIDA,38.8456450,-0.5181290,"Acceso A Través de la Rotonda Cv-60, Av. Fora-Fora y Av. de la Fira, S/N",46860,ALBAIDA,VALENCIA/VALÈNCIA,ESPAÑA
1155,69007,AGULLENT,38.8305690,-0.5511830,"C/ Estación Ferrocarril, S/N",46890,AGULLENT,VALENCIA/VALÈNCIA,ESPAÑA
1156,69008,ONTINYENT,38.8096920,-0.6024570,"Ctra. Cv-6620 - Poligono Urbano, 2",46870,ONTINYENT,VALENCIA/VALÈNCIA,ESPAÑA
1157,69009,AGRES,38.7968290,-0.5217440,"C/ Estación Ferrocarril, S/N",3837,AGRES,ALICANTE/ALACANT,ESPAÑA
1158,69010,COCENTAINA,38.7406180,-0.4467890,"C/ Pujada A Santa Barbara, 29",3820,COCENTAINA,ALICANTE/ALACANT,ESPAÑA
1159,69011,ALCOI,38.7093490,-0.4702470,"Avda. Tirant Lo Blanc, 8",3804,ALCOY/ALCOI,ALICANTE/ALACANT,ESPAÑA
1179,70202,YUNQUERA DE HENARES,40.7470130,-3.1632260,"Paseo Estación Ferrocarril, S/N",19210,YUNQUERA DE HENARES,GUADALAJARA,ESPAÑA
1180,70204,HUMANES DE MOHERNANDO,40.8312730,-3.1388600,"Paseo Estación Ferrocarril, S/N",19229,HUMANES,GUADALAJARA,ESPAÑA
1181,70207,ESPINOSA DE HENARES,40.9096860,-3.0731570,"Paseo Estación Ferrocarril, S/N",19292,COPERNAL,GUADALAJARA,ESPAÑA
1182,70208,CARRASCOSA DE HENARES,40.9059800,-3.0143520,"Paseo El Apeadero, S/N",19247,ESPINOSA DE HENARES,GUADALAJARA,ESPAÑA
1183,70209,JADRAQUE,40.9302290,-2.9359350,"Ctra. Estación Ferrocarril, S/N",19240,JADRAQUE,GUADALAJARA,ESPAÑA
1184,70210,MATILLAS,40.9538080,-2.8432600,"Ctra. de Cendejas, Estación del Ferrocarril, Matillas (Guadalajara)",19294,MATILLAS,GUADALAJARA,ESPAÑA
1185,70300,BAIDES,41.0048640,-2.7856350,"C/ Estación Ferrocarril, S/N",19295,BAIDES,GUADALAJARA,ESPAÑA
1186,70302,SIGÜENZA,41.0714170,-2.6464070,"C/ Alfonso Vi, S/N",19250,SIGÜENZA,GUADALAJARA,ESPAÑA
1187,70400,TORRALBA,41.1366170,-2.4929520,"Barrio Estación Ferrocarril, S/N",42230,MEDINACELI,SORIA,ESPAÑA
1188,70401,MEDINACELI,41.1652070,-2.4212410,"Pza. Estación Ferrocarril, S/N",42240,MEDINACELI,SORIA,ESPAÑA
1189,70403,ARCOS DE JALÓN,41.2158540,-2.2789980,"Pla. Estación Ferrocarril, S/N",42250,ARCOS DE JALÓN,SORIA,ESPAÑA
1190,70404,SANTA MARÍA DE HUERTA,41.2644210,-2.1775250,"C/ Estación Ferrocarril, S/N",42260,SANTA MARÍA DE HUERTA,SORIA,ESPAÑA
1191,70405,MONREAL DE ARIZA,41.2987670,-2.1104480,"Ctra. Cv-937 - Estación Ferrocarril, S/N",50291,MONREAL DE ARIZA,ZARAGOZA,ESPAÑA
1192,70500,ARIZA,41.3098000,-2.0594110,"C/ Estación Ferrocarril, S/N",50220,ARIZA,ZARAGOZA,ESPAÑA
1193,70501,CETINA,41.2959780,-1.9618110,"C/ Pallares, S/N",50292,CETINA,ZARAGOZA,ESPAÑA
1194,70502,ALHAMA DE ARAGÓN,41.2943980,-1.9044540,"Ctra. Estación Ferrocarril, S/N",50230,ALHAMA DE ARAGÓN,ZARAGOZA,ESPAÑA
1195,70503,BUBIERCA,41.3171900,-1.8551980,"Ctra. N - Ii --- Estación Ferrocarril, S/N",50239,BUBIERCA,ZARAGOZA,ESPAÑA
1196,70504,ATECA,41.3246590,-1.7852680,"Av. San Blas, S/N",50200,ATECA,ZARAGOZA,ESPAÑA
1197,70505,TERRER,41.3222180,-1.7092540,"C/ Estación Ferrocarril, S/N",50293,TERRER,ZARAGOZA,ESPAÑA
1198,70600,CALATAYUD,41.3466920,-1.6386800,"Pl. Estación Ferrocarril, S/N",50300,CALATAYUD,ZARAGOZA,ESPAÑA
1199,70602,EMBID DE JALÓN,41.4216760,-1.5921270,"Ctra. Cv - 901 --- Estación Ferrocarril, S/N",50336,CALATAYUD,ZARAGOZA,ESPAÑA
1200,70603,PARACUELLOS-SABIÑÁN,41.4293100,-1.5674830,"Ctra. Cv-901 - Estación Ferrocarril, S/N",50299,PARACUELLOS DE LA RIBERA,ZARAGOZA,ESPAÑA
1201,70604,SABIÑÁN,41.4439810,-1.5714740,"Ctra. Cv-901 - Estación Ferrocarril, S/N",50299,SABIÑÁN,ZARAGOZA,ESPAÑA
1202,70605,MORÉS,41.4786670,-1.5662380,"Paseo Estación Ferrocarril, S/N",50240,MORÉS,ZARAGOZA,ESPAÑA
1203,70606,PURROY,41.4772360,-1.5404460,"Ctra. Zp-1129 - Estación Ferrocarril, S/N",50247,MORÉS,ZARAGOZA,ESPAÑA
1204,70607,MORATA DE JALÓN,41.4754670,-1.4797210,"C/ Estación Ferrocarril, S/N",50260,MORATA DE JALÓN,ZARAGOZA,ESPAÑA
1205,70700,RICLA-LA ALMUNIA,41.5013940,-1.4034500,"Avda. Goya, S/N",50270,RICLA,ZARAGOZA,ESPAÑA
1206,70701,CALATORAO,41.5286920,-1.3605450,"Av. Doctor Carnicero, S/N ",50280,CALATORAO,ZARAGOZA,ESPAÑA
1207,70702,SALILLAS DE JALÓN,41.5679400,-1.3258480,"Av. Estación Ferrocarril, S/N",50294,SALILLAS DE JALÓN,ZARAGOZA,ESPAÑA
1208,70703,ÉPILA,41.6093300,-1.3010430,"C/ Camino Estación Ferrocarril, S/N",50290,ÉPILA,ZARAGOZA,ESPAÑA
1209,70704,RUEDA DE JALÓN-LUMPIAQUE,41.6388920,-1.2816670,"Ctra. A-2304 - Estación Ferrocarril, S/N",50295,RUEDA DE JALÓN,ZARAGOZA,ESPAÑA
1210,70705,PLASENCIA DE JALÓN,41.6893500,-1.2342370,"Avda. Estación Ferrocarril - Barrio de la Venta, 6",50296,PLASENCIA DE JALÓN,ZARAGOZA,ESPAÑA
1211,70706,GRISÉN,41.7452610,-1.1659240,"Av. Estación Ferrocarril, S/N",50297,GRISÉN,ZARAGOZA,ESPAÑA
1217,71102,EL BURGO DE EBRO,41.5665270,-0.7398390,,,BURGO DE EBRO (EL),ZARAGOZA,ESPAÑA
1218,71103,FUENTES DE EBRO,41.5150650,-0.6186250,"Av. Lorenzo Pardo, S/N",50740,FUENTES DE EBRO,ZARAGOZA,ESPAÑA
1219,71104,PINA DE EBRO,41.4800970,-0.5572770,,,PINA DE EBRO,ZARAGOZA,ESPAÑA
1220,71105,QUINTO,41.4195280,-0.4906730,"C/ Camino de la Estación, S/N",50770,QUINTO,ZARAGOZA,ESPAÑA
1221,71108,LA ZAIDA-SÁSTAGO,41.3205420,-0.4271150,"Av. Zaragoza, S/N",50784,ZAIDA (LA),ZARAGOZA,ESPAÑA
1222,71109,AZAILA,41.2761780,-0.4858230,,,AZAILA,ZARAGOZA,ESPAÑA
1223,71200,LA PUEBLA DE HÍJAR,41.2244000,-0.4385950,"Pla. del Reino de Aragon, 1",44510,PUEBLA DE HÍJAR (LA),TERUEL,ESPAÑA
1224,71201,SAMPER,41.1821830,-0.3687610,"Ctra. Estación Ferrocarril, S/N",44520,SAMPER DE CALANDA,TERUEL,ESPAÑA
1225,71202,ESCATRÓN,41.2126740,-0.2899790,,,CASTELNOU,ZARAGOZA,ESPAÑA
1226,71203,CHIPRANA,41.2315810,-0.1544950,,,CHIPRANA,ZARAGOZA,ESPAÑA
1227,71204,CASPE,41.2397380,-0.0427010,"Pl. Obispo Cubeles, 15",50700,CASPE,ZARAGOZA,ESPAÑA
1228,71205,VAL DE PILAS,41.2300560,0.07014500,"Camino de la Fresa - Estación Ferrocarril, S/N",50709,CASPE,ZARAGOZA,ESPAÑA
1229,71206,FABARA,41.2344050,0.14328400,"Ctra. A - 144 --- Estación de Ferrocarril, S/N",50793,FABARA,ZARAGOZA,ESPAÑA
1230,71207,NONASPE,41.2137880,0.24247200,"Ctra. A-2411 - Estación Ferrocarril, S/N",50794,NONASPE,ZARAGOZA,ESPAÑA
1231,71208,FAIÓ-LA POBLA DE MASSALUCA,41.2250555,0.35110259,"Ctra. Tv - 7231 --- Estació de Ferrocarril, S/N",43783,POBLA DE MASSALUCA (LA),TARRAGONA,ESPAÑA
